House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
4,Tannery Islands,Amy,Smith,54,Wife,Married,Female,Medical physicist,None,Christian
4,Tannery Islands,Chloe,Smith,26,Daughter,Divorced,Female,Occupational psychologist,None,Christian
1,Stevens Underpass,Carol,Fisher,27,Head,Single,Female,"Education officer, community",None,Christian
1,Stevens Underpass,Rita,Bird,45,None,Single,Female,"Surveyor, planning and development",None,None
2,Stevens Underpass,Elaine,Peacock,46,Head,Single,Female,"Exhibitions officer, museum/gallery",None,None
2,Stevens Underpass,Dale,Parker,50,Partner,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
2,Stevens Underpass,Rosemary,Green-Peacock,16,Daughter,NA,Female,Student,None,NA
3,Stevens Underpass,Robin,Watson,48,Head,Divorced,Male,Civil Service administrator,None,Sikh
3,Stevens Underpass,Peter,Watson,5,Son,NA,Male,Student,None,NA
3,Stevens Underpass,Pauline,Watson,5,Daughter,NA,Female,Student,None,NA
4,Stevens Underpass,Damien,May,51,Head,Married,Male,Volunteer coordinator,None,Christian
4,Stevens Underpass,Janet,May,45,Wife,Married,Female,Printmaker,None,Christian
1,Skylock Avenue,Margaret,Browne,59,Head,Single,Female,Insurance account manager,None,None
1,Skylock Avenue,Reece,Rose,52,None,Single,Male,Restaurant manager,None,Christian
1,Skylock Avenue,Karen,Taylor,18,None,Single,Female,Student,None,NA
1,Skylock Avenue,Kate,Davison,32,None,Single,Female,Forensic psychologist,None,None
1,Skylock Avenue,Alex,Williams,33,None,Single,Male,Advertising account planner,None,Christian
2,Skylock Avenue,Jeffrey,Lewis,37,Head,Married,Male,Metallurgist,None,Catholic
2,Skylock Avenue,Kimberley,Lewis,36,Wife,Married,Female,"Engineer, civil (consulting)",None,None
2,Skylock Avenue,Reece,Lewis,5,Son,NA,Male,Student,None,NA
2,Skylock Avenue,Jade,Lewis,3,Daughter,NA,Female,Child,None,NA
3,Skylock Avenue,Jean,Coates,50,Head,Married,Female,Systems analyst,None,None
3,Skylock Avenue,Vincent,Coates,51,Husband,Married,Male,Horticultural therapist,None,None
3,Skylock Avenue,Iain,Coates,21,Son,Single,Male,University Student,None,None
3,Skylock Avenue,Mandy,Fletcher-Coates,13,Daughter,NA,Female,Student,None,NA
4,Skylock Avenue,Lucy,Roberts,47,Head,Divorced,Female,Airline pilot,None,None
4,Skylock Avenue,Jodie,Roberts,21,Daughter,Divorced,Female,University Student,None,None
4,Skylock Avenue,Julia,Roberts,18,Daughter,Single,Female,Student,None,None
4,Skylock Avenue,Vanessa,Roberts,17,Daughter,NA,Female,Student,None,NA
4,Skylock Avenue,Colin,Roberts,15,Son,NA,Male,Student,None,NA
4,Skylock Avenue,Jake,Roberts,9,Son,NA,Male,Student,None,NA
5,Skylock Avenue,Rachel,Evans,59,Head,Married,Female,Patent examiner,None,None
5,Skylock Avenue,Kevin,Evans,56,Husband,Married,Male,Recycling officer,None,None
5,Skylock Avenue,Chloe,Evans,33,Daughter,Divorced,Female,"Teacher, secondary school",None,None
5,Skylock Avenue,Oliver,Evans,31,Son,Divorced,Male,Actuary,None,None
5,Skylock Avenue,Howard,Evans,30,Son,Divorced,Male,Corporate investment banker,None,None
5,Skylock Avenue,Anne,Evans,1,Daughter,NA,Female,Child,None,NA
6,Skylock Avenue,Amy,Carroll,49,Head,Married,Female,Water quality scientist,None,None
6,Skylock Avenue,Matthew,Carroll,49,Husband,Married,Male,"Surveyor, mining",None,None
6,Skylock Avenue,Jane,Carroll,9,Neice,NA,Female,Student,None,NA
7,Skylock Avenue,Eileen,Kaur,69,Head,Married,Female,"Retired Surveyor, planning and development",None,Methodist
7,Skylock Avenue,Rhys,Kaur,73,Husband,Married,Male,Retired Aid worker,None,None
7,Skylock Avenue,Alan,Kaur,40,Son,Divorced,Male,Maintenance engineer,None,None
7,Skylock Avenue,Joanne,Kaur,39,Daughter,Single,Female,Theatre stage manager,None,Methodist
8,Skylock Avenue,Aimee,Brown,67,Head,Married,Female,"Production assistant, television",None,Christian
8,Skylock Avenue,Frederick,Brown,65,Husband,Married,Male,"Administrator, sports",None,Christian
8,Skylock Avenue,Hilary,Brown,30,Daughter,Divorced,Female,Broadcast engineer,None,Christian
8,Skylock Avenue,Kelly,Brown,25,Adopted Daughter,Single,Female,"Scientist, product/process development",None,None
9,Skylock Avenue,Frances,Page,31,Head,Married,Female,Mechanical engineer,None,None
9,Skylock Avenue,Gareth,Page,26,Husband,Married,Male,Hotel manager,None,None
10,Skylock Avenue,Melanie,Mills,60,Head,Single,Female,Unemployed,None,Methodist
10,Skylock Avenue,Gail,Fletcher-Mills,30,Daughter,Single,Female,Dramatherapist,None,None
10,Skylock Avenue,Tony,Fletcher-Mills,27,Son,Single,Male,Public librarian,None,Methodist
10,Skylock Avenue,Amanda,Fletcher-Mills,23,Daughter,Single,Female,Charity officer,None,Methodist
11,Skylock Avenue,Natasha,Tucker,50,Head,Single,Female,Podiatrist,None,Methodist
11,Skylock Avenue,Bryan,Ryan,50,Partner,Single,Male,Building control surveyor,None,Methodist
11,Skylock Avenue,Leonard,Tucker,19,Son,Single,Male,"Designer, industrial/product",None,None
11,Skylock Avenue,Harry,Tucker,15,Son,NA,Male,Student,None,NA
12,Skylock Avenue,Lesley,Parkin,50,Head,Single,Female,Government social research officer,None,Catholic
12,Skylock Avenue,Glenn,Andrews,53,Partner,Single,Male,Stage manager,None,Catholic
12,Skylock Avenue,Callum,Parkin,12,Son,NA,Male,Student,None,NA
12,Skylock Avenue,Sally,Parkin,9,Daughter,NA,Female,Student,None,NA
13,Skylock Avenue,Marian,Herbert,64,Head,Single,Female,Unemployed,None,None
13,Skylock Avenue,Stephen,Herbert,43,Son,Single,Male,"Civil engineer, consulting",None,None
13,Skylock Avenue,Mohamed,Herbert,39,Son,Single,Male,Insurance claims handler,None,None
13,Skylock Avenue,Sheila,Herbert,34,Daughter,Divorced,Female,Manufacturing systems engineer,None,None
13,Skylock Avenue,Susan,Herbert,30,Daughter,Single,Female,"Therapist, music",None,None
14,Skylock Avenue,Caroline,Harper,70,Head,Divorced,Female,Retired Fine artist,None,Christian
15,Skylock Avenue,Marie,Taylor,50,Head,Married,Female,Operational investment banker,None,None
15,Skylock Avenue,Denis,Taylor,48,Husband,Married,Male,Private music teacher,None,None
16,Skylock Avenue,Kate,Lewis,45,Head,Married,Female,"Designer, exhibition/display",None,Catholic
16,Skylock Avenue,Leonard,Lewis,48,Husband,Married,Male,Surgeon,None,Catholic
16,Skylock Avenue,Declan,Lewis,14,Son,NA,Male,Student,None,NA
16,Skylock Avenue,Arthur,Lewis,11,Son,NA,Male,Student,None,NA
17,Skylock Avenue,Jonathan,Evans-Ingram,63,Head,Single,Male,IT trainer,None,Christian
17,Skylock Avenue,Nathan,Khan,5,Grandson,NA,Male,Student,None,NA
18,Skylock Avenue,Leanne,Davies,65,Head,Widowed,Female,Unemployed,None,Catholic
18,Skylock Avenue,Dorothy,Davies,33,Daughter,Single,Female,Unemployed,None,None
18,Skylock Avenue,Zoe,Davies,33,Daughter,Single,Female,Hotel manager,None,Catholic
18,Skylock Avenue,Stuart,Davies,27,Son,Single,Male,Graphic designer,None,Catholic
19,Skylock Avenue,Rachael,Wilkinson,68,Head,Married,Female,Retired Early years teacher,None,Catholic
19,Skylock Avenue,Adrian,Wilkinson,67,Husband,Married,Male,"Designer, textile",None,None
19,Skylock Avenue,Bernard,Wilkinson,37,Son,Single,Male,Licensed conveyancer,None,None
19,Skylock Avenue,Paige,Wilkinson,34,Daughter,Single,Female,Analytical chemist,None,Catholic
20,Skylock Avenue,Hazel,King,31,Head,Single,Female,Occupational therapist,None,None
20,Skylock Avenue,Robin,King,5,Son,NA,Male,Student,None,NA
20,Skylock Avenue,Christine,King,1,Daughter,NA,Female,Child,None,NA
20,Skylock Avenue,Howard,Williams,54,Visitor,Divorced,Male,"Research officer, government",None,None
21,Skylock Avenue,Joanna,Cole,34,Head,Married,Female,Youth worker,None,None
21,Skylock Avenue,Douglas,Cole,34,Husband,Married,Male,Ophthalmologist,None,None
21,Skylock Avenue,Hayley,Cole,14,Daughter,NA,Female,Student,None,NA
21,Skylock Avenue,Nicholas,Smith-Cole,10,Son,NA,Male,Student,None,NA
21,Skylock Avenue,Thomas,Smith-Cole,8,Son,NA,Male,Student,None,NA
21,Skylock Avenue,Alice,Smith-Cole,1,Daughter,NA,Female,Child,None,NA
22,Skylock Avenue,Dawn,Davison,38,Head,Married,Female,"Scientist, product/process development",None,Catholic
22,Skylock Avenue,Howard,Davison,38,Husband,Married,Male,"Engineer, technical sales",None,Catholic
22,Skylock Avenue,Gillian,Davison,18,Daughter,Single,Female,Student,None,Catholic
22,Skylock Avenue,Colin,Davison,16,Son,NA,Male,Student,None,NA
22,Skylock Avenue,Karen,Davison,16,Daughter,NA,Female,Student,None,NA
23,Skylock Avenue,Kate,Wood-Holt,42,Head,Married,Female,"Therapist, art",None,None
23,Skylock Avenue,Roy,Wood-Holt,45,Husband,Married,Male,Soil scientist,None,None
23,Skylock Avenue,Sarah,Wood-Holt,20,Daughter,Divorced,Female,University Student,None,None
23,Skylock Avenue,Gregory,Wood-Holt,14,Son,NA,Male,Student,None,NA
24,Skylock Avenue,Lindsey,O'Sullivan,19,Head,Single,Female,University Student,None,None
24,Skylock Avenue,Adrian,Humphreys,26,None,Single,Male,PhD Student,None,None
24,Skylock Avenue,Frank,Burrows,21,None,Single,Male,University Student,None,Methodist
24,Skylock Avenue,Glenn,Graham,22,None,Single,Male,University Student,None,None
25,Skylock Avenue,Nicola,Savage,26,Head,Married,Female,Sports therapist,None,Catholic
25,Skylock Avenue,Thomas,Savage,28,Husband,Married,Male,"Nurse, adult",None,Catholic
25,Skylock Avenue,Jeffrey,Savage,4,Son,NA,Male,Child,None,NA
26,Skylock Avenue,Pamela,Turner,40,Head,Married,Female,Chief Technology Officer,None,None
26,Skylock Avenue,Simon,Turner,43,Husband,Married,Male,"Therapist, sports",None,None
26,Skylock Avenue,Melanie,Turner,21,Daughter,Single,Female,University Student,None,None
26,Skylock Avenue,Lawrence,Turner,17,Son,NA,Male,Student,None,NA
27,Skylock Avenue,Carole,Thomas,59,Head,Single,Female,Glass blower/designer,None,Christian
27,Skylock Avenue,Neil,Thomas,35,Son,Single,Male,"Engineer, manufacturing",None,Christian
27,Skylock Avenue,Connor,Thomas,32,Son,Widowed,Male,Unemployed,None,Christian
28,Skylock Avenue,Jeremy,Hughes,46,Head,Married,Male,Brewing technologist,None,None
28,Skylock Avenue,Maria,Hughes-Norman,42,Wife,Married,Female,Restaurant manager,None,None
28,Skylock Avenue,Angela,Hughes-Norman,11,Daughter,NA,Female,Student,None,NA
28,Skylock Avenue,Duncan,Hughes-Norman,8,Son,NA,Male,Student,None,NA
29,Skylock Avenue,Valerie,Turner,50,Head,Married,Female,Race relations officer,None,Catholic
29,Skylock Avenue,Eric,Campbell,53,Husband,Married,Male,Financial trader,None,Catholic
29,Skylock Avenue,Leon,Turner,15,Son,NA,Male,Student,None,NA
29,Skylock Avenue,Linda,Turner,12,Daughter,NA,Female,Student,None,NA
1,Threpennyban Street,Carl,Howells,19,Head,Single,Male,University Student,None,None
2,Threpennyban Street,Kate,James,85,Head,Widowed,Female,Retired Counselling psychologist,None,None
3,Threpennyban Street,Mathew,Jackson,69,Head,Divorced,Male,Retired Chief Financial Officer,None,Methodist
4,Threpennyban Street,Peter,Taylor,43,Head,Single,Male,"Education officer, environmental",None,None
4,Threpennyban Street,Janice,Byrne,39,Partner,Single,Female,"Conservation officer, historic buildings",None,None
4,Threpennyban Street,Howard,Taylor,5,Son,NA,Male,Student,None,NA
5,Threpennyban Street,Dennis,Lees,57,Head,Single,Male,Biomedical scientist,None,None
5,Threpennyban Street,Rita,Fry,52,Partner,Single,Female,Environmental education officer,None,None
6,Threpennyban Street,Jeffrey,Davies,47,Head,Single,Male,"Teacher, English as a foreign language",None,Catholic
7,Threpennyban Street,Joshua,Walker,86,Head,Married,Male,"Retired Teacher, early years/pre",None,Christian
7,Threpennyban Street,Shannon,Walker,86,Wife,Married,Female,Retired Higher education careers adviser,None,Christian
8,Threpennyban Street,Gerard,George,66,Head,Widowed,Male,Actuary,None,None
9,Threpennyban Street,Alexandra,Evans,51,Head,Single,Female,Land/geomatics surveyor,None,Christian
9,Threpennyban Street,Stuart,Rowe,53,Partner,Single,Male,Mining engineer,None,Christian
10,Threpennyban Street,Jasmine,Williamson,87,Head,Widowed,Female,"Retired Pilot, airline",None,None
11,Threpennyban Street,Pauline,Morley,76,Head,Widowed,Female,"Retired Teacher, secondary school",None,Jewish
12,Threpennyban Street,Kevin,Ross,33,Head,Married,Male,"Pilot, airline",None,Christian
12,Threpennyban Street,Gail,Ross,30,Wife,Married,Female,"Administrator, sports",None,Christian
13,Threpennyban Street,Eric,Williams,56,Head,Married,Male,Magazine journalist,None,Catholic
13,Threpennyban Street,Alice,Williams,51,Wife,Married,Female,Public house manager,None,Catholic
13,Threpennyban Street,Sylvia,Williams,22,Daughter,Single,Female,University Student,None,Catholic
14,Threpennyban Street,Karen,Hughes,63,Head,Single,Female,"Designer, exhibition/display",None,None
15,Threpennyban Street,Leonard,Thorpe,43,Head,Divorced,Male,Homeopath,None,Catholic
15,Threpennyban Street,Megan,Thorpe,16,Daughter,NA,Female,Student,None,NA
16,Threpennyban Street,Nicholas,Reid,24,Head,Single,Male,Artist,None,None
17,Threpennyban Street,Gillian,King,25,Head,Single,Female,"Administrator, sports",None,Catholic
17,Threpennyban Street,Glenn,Price,25,Partner,Single,Male,Unemployed,None,None
18,Threpennyban Street,Carole,Bennett,46,Head,Single,Female,Illustrator,None,Muslim
19,Threpennyban Street,Gillian,Gibbs,29,Head,Divorced,Female,Agricultural engineer,None,Catholic
19,Threpennyban Street,Donald,Smith-Gibbs,9,Son,NA,Male,Student,None,NA
20,Threpennyban Street,Phillip,Moore,37,Head,Single,Male,Nutritional therapist,None,None
20,Threpennyban Street,Sara,Evans,40,None,Single,Female,"Pilot, airline",None,Catholic
21,Threpennyban Street,Annette,Thomas,59,Head,Divorced,Female,Agricultural engineer,None,None
21,Threpennyban Street,Philip,Thomas,30,Son,Single,Male,Animal technologist,None,None
21,Threpennyban Street,Eleanor,Thomas,28,Daughter,Single,Female,Retail buyer,None,None
22,Threpennyban Street,Duncan,O'Sullivan,87,Head,Divorced,Male,"Retired Engineer, manufacturing systems",None,Christian
23,Threpennyban Street,Kevin,Spencer,58,Head,Married,Male,Air traffic controller,None,Christian
23,Threpennyban Street,Kathleen,Spencer,56,Wife,Married,Female,Hydrogeologist,None,None
24,Threpennyban Street,Rita,Hamilton,25,Head,Single,Female,Unemployed,None,None
24,Threpennyban Street,Alan,Brown,26,Partner,Single,Male,Company secretary,None,None
24,Threpennyban Street,Mary,Parkin,56,Lodger,Divorced,Female,Charity fundraiser,None,Christian
25,Threpennyban Street,Deborah,Norman,18,Head,Single,Female,Student,None,NA
26,Threpennyban Street,Craig,Moore,84,Head,Widowed,Male,Retired Further education lecturer,None,Christian
27,Threpennyban Street,Denis,Thomas,66,Head,Married,Male,Video editor,None,None
27,Threpennyban Street,Teresa,Thomas,62,Wife,Married,Female,Computer games developer,None,None
27,Threpennyban Street,Amanda,Thomas,33,Daughter,Divorced,Female,Further education lecturer,None,None
28,Threpennyban Street,Jodie,Turner,35,Head,Single,Female,TEFL teacher,None,Catholic
29,Threpennyban Street,Scott,Lewis,62,Head,Married,Male,"Social research officer, government",None,None
29,Threpennyban Street,Charlotte,Lewis,63,Wife,Married,Female,Occupational psychologist,None,None
30,Threpennyban Street,Justin,Edwards,36,Head,Married,Male,Automotive engineer,None,None
30,Threpennyban Street,Kim,Edwards,30,Wife,Married,Female,Charity fundraiser,None,None
30,Threpennyban Street,Shane,Edwards,4,Son,NA,Male,Child,None,NA
31,Threpennyban Street,Leon,Miller,30,Head,Married,Male,Community pharmacist,None,None
31,Threpennyban Street,Lauren,Miller,29,Wife,Married,Female,"Horticulturist, commercial",None,None
32,Threpennyban Street,Craig,Fox,42,Head,Married,Male,"Programmer, applications",None,Christian
32,Threpennyban Street,Frances,Fox,43,Wife,Married,Female,"Engineer, automotive",None,Christian
33,Threpennyban Street,Nigel,Cooke,71,Head,Widowed,Male,Retired Chief Operating Officer,None,None
34,Threpennyban Street,Lee,Rowley,23,Head,Single,Male,Manufacturing systems engineer,None,Christian
35,Threpennyban Street,Lesley,Taylor,39,Head,Divorced,Female,Unemployed,None,Christian
35,Threpennyban Street,Mitchell,Rhodes,9,Son,NA,Male,Student,None,NA
35,Threpennyban Street,Ashleigh,Rhodes,5,Daughter,NA,Female,Student,None,NA
36,Threpennyban Street,Leigh,Watson,64,Head,Divorced,Male,Regulatory affairs officer,None,Christian
37,Threpennyban Street,Graham,Winter,40,Head,Single,Male,"Investment banker, corporate",None,Catholic
38,Threpennyban Street,Paul,Berry,21,Head,Single,Male,University Student,None,Sikh
38,Threpennyban Street,Mohammad,Smith,22,None,Single,Male,University Student,None,None
38,Threpennyban Street,Janice,Bennett,18,None,Single,Female,University Student,None,None
38,Threpennyban Street,Amelia,O'Donnell,22,None,Single,Female,University Student,None,Christian
39,Threpennyban Street,Natalie,Martin,74,Head,Single,Female,Retired Community development worker,None,Christian
39,Threpennyban Street,Stewart,Martin,45,Son,Single,Male,Banker,None,Christian
39,Threpennyban Street,Jeffrey,Martin,42,Son,Divorced,Male,"Designer, jewellery",None,Christian
40,Threpennyban Street,Cheryl,Cook,70,Head,Widowed,Female,Retired Commercial art gallery manager,None,Christian
41,Threpennyban Street,Victor,Evans,19,Head,Single,Male,University Student,None,Muslim
42,Threpennyban Street,Maureen,Douglas,24,Head,Married,Female,"Editor, commissioning",None,None
42,Threpennyban Street,Reece,Douglas,24,Husband,Married,Male,Medical laboratory scientific officer,None,None
42,Threpennyban Street,Kieran,Douglas,5,Son,NA,Male,Student,None,NA
43,Threpennyban Street,Tony,Whitehouse,73,Head,Single,Male,"Retired Education officer, environmental",None,None
44,Threpennyban Street,Jack,Cunningham,81,Head,Married,Male,Retired Community pharmacist,None,None
44,Threpennyban Street,Chloe,Cunningham,80,Wife,Married,Female,Retired Chief Technology Officer,None,None
45,Threpennyban Street,Charles,Davies,18,Head,Single,Male,Student,None,NA
45,Threpennyban Street,Molly,Davies,19,Partner,Single,Female,University Student,None,None
46,Threpennyban Street,Lesley,Ward,31,Head,Single,Female,Community arts worker,None,None
47,Threpennyban Street,George,Jackson,38,Head,Single,Male,Logistics and distribution manager,None,None
48,Threpennyban Street,Abigail,Harvey,47,Head,Married,Female,Production manager,None,Christian
48,Threpennyban Street,Dominic,Harvey,48,Husband,Married,Male,Hydrologist,None,Christian
1,Clark Causeway,Debra,Richards,65,Head,Widowed,Female,Chartered certified accountant,None,Methodist
2,Clark Causeway,Eileen,Robinson,28,Head,Married,Female,Petroleum engineer,None,Methodist
2,Clark Causeway,Leigh,Robinson,33,Husband,Married,Male,Careers information officer,None,None
2,Clark Causeway,Joe,Robinson,7,Son,NA,Male,Student,None,NA
